Date,Start Date,Tenor,Swap Rate
2021-01-13,2025-01-13,18M,0.9986789472809603
2021-01-13,2025-01-13,1y,0.9362837457331167
2021-01-13,2025-01-13,2y,1.0600543457770122
2021-01-13,2025-01-13,3y,1.1525557928127494
2021-01-13,2025-01-13,4y,1.227666897673756
2021-01-13,2025-01-13,5y,1.2889691688227143
2021-01-13,2025-01-13,8y,1.4200184299571408
2021-01-13,2026-01-13,10y,1.5430045347899304
2021-01-13,2026-01-13,15y,1.573560901218117
2021-01-13,2026-01-13,18M,1.222652787697711
2021-01-13,2026-01-13,1y,1.1849456569681374
2021-01-13,2026-01-13,2y,1.262264919967064
2021-01-13,2026-01-13,3y,1.3265137736380357
2021-01-13,2026-01-13,4y,1.3794342577351535
2021-01-13,2026-01-13,5y,1.424163056519704
2021-01-13,2026-01-13,8y,1.51422954214838
2021-01-13,2029-01-15,10y,1.6461837440832423
2021-01-13,2029-01-15,15y,1.6271460178463644
2021-01-13,2029-01-15,18M,1.556335516697909
2021-01-13,2029-01-15,1y,1.5434705149081847
2021-01-13,2029-01-15,2y,1.5763973947087722
2021-01-13,2029-01-15,3y,1.603315267446786
2021-01-13,2029-01-15,4y,1.6232095474614194
2021-01-13,2029-01-15,5y,1.6334223258710505
2021-01-13,2029-01-15,8y,1.645294284871594
2021-01-13,2031-01-13,10y,1.6563523050703255
2021-01-13,2031-01-13,15y,1.6222057294443322
2021-01-13,2031-01-13,18M,1.6629801718497852
2021-01-13,2031-01-13,1y,1.6580586111994817
2021-01-13,2031-01-13,2y,1.6710205431939777
2021-01-13,2031-01-13,3y,1.6726509901584912
2021-01-13,2031-01-13,4y,1.671581330488892
2021-01-13,2031-01-13,5y,1.6701623768812008
2021-01-13,2031-01-13,8y,1.664910683640138
2021-01-13,2036-01-14,10y,1.5955972219546342
2021-01-13,2036-01-14,15y,1.5591326486374464
2021-01-13,2036-01-14,18M,1.6589413271165465
2021-01-13,2036-01-14,1y,1.6662717134639946
2021-01-13,2036-01-14,2y,1.66101801542432
2021-01-13,2036-01-14,3y,1.655592407376151
2021-01-13,2036-01-14,4y,1.6487814263106897
2021-01-13,2036-01-14,5y,1.6415141678797012
2021-01-13,2036-01-14,8y,1.612299883790321
2021-01-15,2022-01-17,10y,1.0891429723199093
2021-01-15,2022-01-17,15y,1.2821482297321738
2021-01-15,2022-01-17,18M,0.20767991849673417
2021-01-15,2022-01-17,1y,0.18375663276875917
2021-01-15,2022-01-17,2y,0.265281538490129
2021-01-15,2022-01-17,3y,0.3880104896024771
2021-01-15,2022-01-17,4y,0.5205841533476167
2021-01-15,2022-01-17,5y,0.6514265972251441
2021-01-15,2022-01-17,8y,0.9515543165403249
2021-01-15,2022-07-15,10y,1.1645480593301136
2021-01-15,2022-07-15,15y,1.3328005934369564
2021-01-15,2022-07-15,18M,0.2960677440121022
2021-01-15,2022-07-15,1y,0.22601426908522518
2021-01-15,2022-07-15,2y,0.3620881564853343
2021-01-15,2022-07-15,3y,0.4974275474809451
2021-01-15,2022-07-15,4y,0.6356757812221243
2021-01-15,2022-07-15,5y,0.763350167912538
2021-01-15,2022-07-15,8y,1.0399708134635488
2021-01-15,2023-01-16,10y,1.242717666668396
2021-01-15,2023-01-16,15y,1.3853695548094849
2021-01-15,2023-01-16,18M,0.4183805809034803
2021-01-15,2023-01-16,1y,0.3463752423132185
2021-01-15,2023-01-16,2y,0.48983782797045394
2021-01-15,2023-01-16,3y,0.6313928327125111
2021-01-15,2023-01-16,4y,0.7688963417530267
2021-01-15,2023-01-16,5y,0.8857284875889816
2021-01-15,2023-01-16,8y,1.1328149025208871
2021-01-15,2024-01-15,10y,1.3808250346201039
2021-01-15,2024-01-15,15y,1.4782568266045295
2021-01-15,2024-01-15,18M,0.7005888944494906
2021-01-15,2024-01-15,1y,0.6331231200671561
2021-01-15,2024-01-15,2y,0.7740982681901744
2021-01-15,2024-01-15,3y,0.9091378057762426
2021-01-15,2024-01-15,4y,1.022050218686959
2021-01-15,2024-01-15,5y,1.1115800206110635
2021-01-15,2024-01-15,8y,1.301820179486367
2021-01-15,2025-01-15,10y,1.490106189150509
2021-01-15,2025-01-15,15y,1.551142375649786
2021-01-15,2025-01-15,18M,0.9817437266163538
2021-01-15,2025-01-15,1y,0.9155470197079882
2021-01-15,2025-01-15,2y,1.048224321162955
2021-01-15,2025-01-15,3y,1.1530214493693958
2021-01-15,2025-01-15,4y,1.2333487265598388
2021-01-15,2025-01-15,5y,1.29868808859371
2021-01-15,2025-01-15,8y,1.4395688798247175
2021-01-15,2026-01-15,10y,1.5709612462594884
2021-01-15,2026-01-15,15y,1.6038092967994484
2021-01-15,2026-01-15,18M,1.2271472789321753
2021-01-15,2026-01-15,1y,1.1820864596005098
2021-01-15,2026-01-15,2y,1.272986052618237
2021-01-15,2026-01-15,3y,1.3413553745088287
2021-01-15,2026-01-15,4y,1.3970423813299575
2021-01-15,2026-01-15,5y,1.4447113167501033
2021-01-15,2026-01-15,8y,1.5409387970157502
2021-01-15,2029-01-15,10y,1.6804304721614323
2021-01-15,2029-01-15,15y,1.6620183989480033
2021-01-15,2029-01-15,18M,1.583337347298587
2021-01-15,2029-01-15,1y,1.5689616953255392
2021-01-15,2029-01-15,2y,1.6051238140736113
2021-01-15,2029-01-15,3y,1.634839202924047
2021-01-15,2029-01-15,4y,1.6564332205780143
2021-01-15,2029-01-15,5y,1.6672584000659154
2021-01-15,2029-01-15,8y,1.6792547321526925
2021-01-15,2031-01-15,10y,1.6921874347635983
2021-01-15,2031-01-15,15y,1.6583854267599816
2021-01-15,2031-01-15,18M,1.7007282589682493
2021-01-15,2031-01-15,1y,1.6954492028080974
2021-01-15,2031-01-15,2y,1.7089267993751645
2021-01-15,2031-01-15,3y,1.710044825568766
2021-01-15,2031-01-15,4y,1.7082885916878743
2021-01-15,2031-01-15,5y,1.7062828687135627
2021-01-15,2031-01-15,8y,1.7006122536601775
2021-01-15,2036-01-15,10y,1.6317427950792633
2021-01-15,2036-01-15,15y,1.5956208204668154
2021-01-15,2036-01-15,18M,1.6934814480762692
2021-01-15,2036-01-15,1y,1.700723006337505
2021-01-15,2036-01-15,2y,1.6958297169903884
2021-01-15,2036-01-15,3y,1.6906145760992242
2021-01-15,2036-01-15,4y,1.6841572476019302
2021-01-15,2036-01-15,5y,1.6770237048297894
2021-01-15,2036-01-15,8y,1.6480393816858847
2021-01-18,2022-01-18,10y,1.0892125030220103
2021-01-18,2022-01-18,15y,1.282195083945639
2021-01-18,2022-01-18,18M,0.20787695754162913
2021-01-18,2022-01-18,1y,0.18390968485001086
2021-01-18,2022-01-18,2y,0.26551365579843067
2021-01-18,2022-01-18,3y,0.38931153911351735
2021-01-18,2022-01-18,4y,0.5208143957293978
2021-01-18,2022-01-18,5y,0.6515765233464993
2021-01-18,2022-01-18,8y,0.9518467214180846
2021-01-18,2022-07-18,10y,1.1660371993202772
2021-01-18,2022-07-18,15y,1.3338225515402304
2021-01-18,2022-07-18,18M,0.2973129851931581
2021-01-18,2022-07-18,1y,0.22671957701909817
2021-01-18,2022-07-18,2y,0.3637811813449182
2021-01-18,2022-07-18,3y,0.49969526800357733
2021-01-18,2022-07-18,4y,0.6386609371499784
2021-01-18,2022-07-18,5y,0.7657797237911049
2021-01-18,2022-07-18,8y,1.0415604725463785
2021-01-18,2023-01-18,10y,1.2430760773053393
2021-01-18,2023-01-18,15y,1.3856436700957522
2021-01-18,2023-01-18,18M,0.4192730304441854
2021-01-18,2023-01-18,1y,0.3472181965309495
2021-01-18,2023-01-18,2y,0.4918916716617574
2021-01-18,2023-01-18,3y,0.633537989037969
2021-01-18,2023-01-18,4y,0.7694823003826534
2021-01-18,2023-01-18,5y,0.8862420568701525
2021-01-18,2023-01-18,8y,1.134072018192618
2021-01-18,2024-01-18,10y,1.3815229345304538
2021-01-18,2024-01-18,15y,1.4787209028601571
2021-01-18,2024-01-18,18M,0.7031387008519907
2021-01-18,2024-01-18,1y,0.6358707566119713
2021-01-18,2024-01-18,2y,0.7772402339209652
2021-01-18,2024-01-18,3y,0.9115949450043282
2021-01-18,2024-01-18,4y,1.0230672786592268
2021-01-18,2024-01-18,5y,1.1128991011613967
2021-01-18,2024-01-18,8y,1.3031711622905409
2021-01-18,2025-01-20,10y,1.4917264808627004
2021-01-18,2025-01-20,15y,1.5521724164478696
2021-01-18,2025-01-20,18M,0.9862195273516148
2021-01-18,2025-01-20,1y,0.9203271367011304
2021-01-18,2025-01-20,2y,1.0523817039479466
2021-01-18,2025-01-20,3y,1.155824165631898
2021-01-18,2025-01-20,4y,1.2365263408931266
2021-01-18,2025-01-20,5y,1.3016791677377992
2021-01-18,2025-01-20,8y,1.4412639511267227
2021-01-18,2026-01-19,10y,1.5719468161767336
2021-01-18,2026-01-19,15y,1.6043990125562315
2021-01-18,2026-01-19,18M,1.229788075581672
2021-01-18,2026-01-19,1y,1.1850653690786517
2021-01-18,2026-01-19,2y,1.2747946279059128
2021-01-18,2026-01-19,3y,1.3431693023534859
2021-01-18,2026-01-19,4y,1.3991693827325626
2021-01-18,2026-01-19,5y,1.4465572245301002
2021-01-18,2026-01-19,8y,1.5419577577815533
2021-01-18,2029-01-18,10y,1.680532904529028
2021-01-18,2029-01-18,15y,1.662009374918526
2021-01-18,2029-01-18,18M,1.5838183132746406
2021-01-18,2029-01-18,1y,1.5694436581877302
2021-01-18,2029-01-18,2y,1.605786552287453
2021-01-18,2029-01-18,3y,1.6353543434465563
2021-01-18,2029-01-18,4y,1.656649479591734
2021-01-18,2029-01-18,5y,1.6674561954583123
2021-01-18,2029-01-18,8y,1.6793770905473453
2021-01-18,2031-01-20,10y,1.6921095428007598
2021-01-18,2031-01-20,15y,1.6582650725212336
2021-01-18,2031-01-20,18M,1.7012519511352182
2021-01-18,2031-01-20,1y,1.6961264587389009
2021-01-18,2031-01-20,2y,1.7093526912671206
2021-01-18,2031-01-20,3y,1.7102955347945228
2021-01-18,2031-01-20,4y,1.7084058395840775
2021-01-18,2031-01-20,5y,1.7063577343653145
2021-01-18,2031-01-20,8y,1.7006821182270846
2021-01-18,2036-01-18,10y,1.6316502115485971
2021-01-18,2036-01-18,15y,1.5955400236104966
2021-01-18,2036-01-18,18M,1.693380996122736
2021-01-18,2036-01-18,1y,1.700580065118704
2021-01-18,2036-01-18,2y,1.695755402474455
2021-01-18,2036-01-18,3y,1.6906454463771141
2021-01-18,2036-01-18,4y,1.6841312433156155
2021-01-18,2036-01-18,5y,1.676913728094226
2021-01-18,2036-01-18,8y,1.6478804248620988
2021-01-19,2022-01-19,10y,1.0796846439874284
2021-01-19,2022-01-19,15y,1.268145290814161
2021-01-19,2022-01-19,18M,0.20171418327710305
2021-01-19,2022-01-19,1y,0.17939296613728464
2021-01-19,2022-01-19,2y,0.25881412107080715
2021-01-19,2022-01-19,3y,0.38050781561784297
2021-01-19,2022-01-19,4y,0.509579387653636
2021-01-19,2022-01-19,5y,0.6405837958320387
2021-01-19,2022-01-19,8y,0.9446059853084052
2021-01-19,2022-07-19,10y,1.1554969262275108
2021-01-19,2022-07-19,15y,1.3189757986359985
2021-01-19,2022-07-19,18M,0.2895320141778024
2021-01-19,2022-07-19,1y,0.21920581816068907
2021-01-19,2022-07-19,2y,0.35597908580099313
2021-01-19,2022-07-19,3y,0.489344226914774
2021-01-19,2022-07-19,4y,0.6263334290082628
2021-01-19,2022-07-19,5y,0.7547217521115878
2021-01-19,2022-07-19,8y,1.0333240510503976
2021-01-19,2023-01-19,10y,1.23168507504636
2021-01-19,2023-01-19,15y,1.370028260818538
2021-01-19,2023-01-19,18M,0.4107206905128228
2021-01-19,2023-01-19,1y,0.3383274552662926
2021-01-19,2023-01-19,2y,0.4810725968730835
2021-01-19,2023-01-19,3y,0.6201324744020349
2021-01-19,2023-01-19,4y,0.7568980395012028
2021-01-19,2023-01-19,5y,0.8757953921515188
2021-01-19,2023-01-19,8y,1.1251123491430786
2021-01-19,2024-01-19,10y,1.3685795174508948
2021-01-19,2024-01-19,15y,1.4617642253240828
2021-01-19,2024-01-19,18M,0.6894316248469027
2021-01-19,2024-01-19,1y,0.6235079695342768
2021-01-19,2024-01-19,2y,0.7617327905737098
2021-01-19,2024-01-19,3y,0.8978478049661771
2021-01-19,2024-01-19,4y,1.012161841159436
2021-01-19,2024-01-19,5y,1.1037553994449314
2021-01-19,2024-01-19,8y,1.2928036908781204
2021-01-19,2025-01-20,10y,1.4773916222927637
2021-01-19,2025-01-20,15y,1.533850786389177
2021-01-19,2025-01-20,18M,0.9696463904266743
2021-01-19,2025-01-20,1y,0.9019450905509205
2021-01-19,2025-01-20,2y,1.0378734692347675
2021-01-19,2025-01-20,3y,1.144901088281323
2021-01-19,2025-01-20,4y,1.227738898964159
2021-01-19,2025-01-20,5y,1.2936009137570132
2021-01-19,2025-01-20,8y,1.4291816549766447
2021-01-19,2026-01-19,10y,1.5570384603971557
2021-01-19,2026-01-19,15y,1.5852881870264086
2021-01-19,2026-01-19,18M,1.221097754171603
2021-01-19,2026-01-19,1y,1.1744058022844523
2021-01-19,2026-01-19,2y,1.2675883869556177
2021-01-19,2026-01-19,3y,1.3375703659419929
2021-01-19,2026-01-19,4y,1.3936706915771175
2021-01-19,2026-01-19,5y,1.4397806224065828
2021-01-19,2026-01-19,8y,1.5291861298551044
2021-01-19,2029-01-19,10y,1.6589234475145893
2021-01-19,2029-01-19,15y,1.6377642050432344
2021-01-19,2029-01-19,18M,1.5775059073717548
2021-01-19,2029-01-19,1y,1.564617935065342
2021-01-19,2029-01-19,2y,1.5974303275110198
2021-01-19,2029-01-19,3y,1.6229532737321966
2021-01-19,2029-01-19,4y,1.6411890628545533
2021-01-19,2029-01-19,5y,1.6502281494037971
2021-01-19,2029-01-19,8y,1.659371813354849
2021-01-19,2031-01-20,10y,1.6659766414013135
2021-01-19,2031-01-20,15y,1.630808489462248
2021-01-19,2031-01-20,18M,1.6792170645192455
2021-01-19,2031-01-20,1y,1.6753636648322456
2021-01-19,2031-01-20,2y,1.6864154068223354
2021-01-19,2031-01-20,3y,1.686826765739275
2021-01-19,2031-01-20,4y,1.6848311294128184
2021-01-19,2031-01-20,5y,1.682588698763469
2021-01-19,2031-01-20,8y,1.6754585097215804
2021-01-19,2036-01-21,10y,1.602066716704494
2021-01-19,2036-01-21,15y,1.5652098580257578
2021-01-19,2036-01-21,18M,1.6667558460032261
2021-01-19,2036-01-21,1y,1.6743769786445613
2021-01-19,2036-01-21,2y,1.6686283139708553
2021-01-19,2036-01-21,3y,1.6628082279844314
2021-01-19,2036-01-21,4y,1.6557069198315704
2021-01-19,2036-01-21,5y,1.6481282869042948
2021-01-19,2036-01-21,8y,1.6186184169654985
2021-01-20,2022-01-20,10y,1.080898911784979
2021-01-20,2022-01-20,15y,1.2711123548754784
2021-01-20,2022-01-20,18M,0.20433032834118148
2021-01-20,2022-01-20,1y,0.18084483895824657
2021-01-20,2022-01-20,2y,0.26229771726454104
2021-01-20,2022-01-20,3y,0.3855902181551992
2021-01-20,2022-01-20,4y,0.5160541343958112
2021-01-20,2022-01-20,5y,0.6462114329804771
2021-01-20,2022-01-20,8y,0.9460759452681541
2021-01-20,2022-07-20,10y,1.1570571988264733
2021-01-20,2022-07-20,15y,1.3221543557620938
2021-01-20,2022-07-20,18M,0.29413867838150193
2021-01-20,2022-07-20,1y,0.2232472068564677
2021-01-20,2022-07-20,2y,0.361692014529745
2021-01-20,2022-07-20,3y,0.49646993822820146
2021-01-20,2022-07-20,4y,0.6332940049751973
2021-01-20,2022-07-20,5y,0.7598721142972231
2021-01-20,2022-07-20,8y,1.0352847972206956
2021-01-20,2023-01-20,10y,1.2333324483167951
2021-01-20,2023-01-20,15y,1.3733323421667578
2021-01-20,2023-01-20,18M,0.4170915957046248
2021-01-20,2023-01-20,1y,0.34339819290443846
2021-01-20,2023-01-20,2y,0.48811783923193497
2021-01-20,2023-01-20,3y,0.6284042952914357
2021-01-20,2023-01-20,4y,0.7635972625047348
2021-01-20,2023-01-20,5y,0.8800030291024321
2021-01-20,2023-01-20,8y,1.1263028299081583
2021-01-20,2024-01-22,10y,1.3711457657666164
2021-01-20,2024-01-22,15y,1.465565480234136
2021-01-20,2024-01-22,18M,0.7010983750111401
2021-01-20,2024-01-22,1y,0.6347923007471268
2021-01-20,2024-01-22,2y,0.7735324105358456
2021-01-20,2024-01-22,3y,0.9066759835233614
2021-01-20,2024-01-22,4y,1.0180611438815979
2021-01-20,2024-01-22,5y,1.1070656449295553
2021-01-20,2024-01-22,8y,1.2944520399676045
2021-01-20,2025-01-20,10y,1.4786786853152711
2021-01-20,2025-01-20,15y,1.5365668172379876
2021-01-20,2025-01-20,18M,0.9775764393301628
2021-01-20,2025-01-20,1y,0.9123483383400419
2021-01-20,2025-01-20,2y,1.0432123869838394
2021-01-20,2025-01-20,3y,1.1463908579910784
2021-01-20,2025-01-20,4y,1.2273743993698267
2021-01-20,2025-01-20,5y,1.2925555605124661
2021-01-20,2025-01-20,8y,1.4290211136096689
2021-01-20,2026-01-20,10y,1.5579598885749713
2021-01-20,2026-01-20,15y,1.5875459450934253
2021-01-20,2026-01-20,18M,1.2195717552690901
2021-01-20,2026-01-20,1y,1.174853972925491
2021-01-20,2026-01-20,2y,1.264739597616012
2021-01-20,2026-01-20,3y,1.3339966889921573
2021-01-20,2026-01-20,4y,1.38970177295395
2021-01-20,2026-01-20,5y,1.4362744414471802
2021-01-20,2026-01-20,8y,1.5284877436525415
2021-01-20,2029-01-22,10y,1.6629103694896836
2021-01-20,2029-01-22,15y,1.6420666197237965
2021-01-20,2029-01-22,18M,1.5746779131198632
2021-01-20,2029-01-22,1y,1.5612245472691937
2021-01-20,2029-01-22,2y,1.595099708300446
2021-01-20,2029-01-22,3y,1.6219364002654137
2021-01-20,2029-01-22,4y,1.6415631382556921
2021-01-20,2029-01-22,5y,1.6518219673926324
2021-01-20,2029-01-22,8y,1.663132907066127
2021-01-20,2031-01-20,10y,1.6714450484631358
2021-01-20,2031-01-20,15y,1.6364003111836223
2021-01-20,2031-01-20,18M,1.6812547270574254
2021-01-20,2031-01-20,1y,1.676668435221329
2021-01-20,2031-01-20,2y,1.6891991189930626
2021-01-20,2031-01-20,3y,1.6909488876733276
2021-01-20,2031-01-20,4y,1.689946967749086
2021-01-20,2031-01-20,5y,1.688261183751482
2021-01-20,2031-01-20,8y,1.6811440660003891
2021-01-20,2036-01-21,10y,1.6076114113775155
2021-01-20,2036-01-21,15y,1.5711887849728254
2021-01-20,2036-01-21,18M,1.6731937303929307
2021-01-20,2036-01-21,1y,1.6811570280703243
2021-01-20,2036-01-21,2y,1.6747909807090435
2021-01-20,2036-01-21,3y,1.668512871448213
2021-01-20,2036-01-21,4y,1.6611050063306705
2021-01-20,2036-01-21,5y,1.6533746153960565
2021-01-20,2036-01-21,8y,1.6239653360064383
2021-01-21,2022-01-21,10y,1.1045483300423675
2021-01-21,2022-01-21,15y,1.2979192354590168
2021-01-21,2022-01-21,18M,0.20123721026998076
2021-01-21,2022-01-21,1y,0.17718431007223404
2021-01-21,2022-01-21,2y,0.26123537308723677
2021-01-21,2022-01-21,3y,0.3874749609635062
2021-01-21,2022-01-21,4y,0.5203287984217785
2021-01-21,2022-01-21,5y,0.655441012065158
2021-01-21,2022-01-21,8y,0.9662960861459254
2021-01-21,2022-07-21,10y,1.182753608288318
2021-01-21,2022-07-21,15y,1.3501948544196078
2021-01-21,2022-07-21,18M,0.29381113008545995
2021-01-21,2022-07-21,1y,0.22015694759783613
2021-01-21,2022-07-21,2y,0.36332682456829624
2021-01-21,2022-07-21,3y,0.5001319626648227
2021-01-21,2022-07-21,4y,0.6409697773376348
2021-01-21,2022-07-21,5y,0.7732702827609806
2021-01-21,2022-07-21,8y,1.0580618922445857
2021-01-21,2023-01-23,10y,1.2620252668070966
2021-01-21,2023-01-23,15y,1.403264501965828
2021-01-21,2023-01-23,18M,0.4215143377228591
2021-01-21,2023-01-23,1y,0.3456933165786075
2021-01-21,2023-01-23,2y,0.4940843938660643
2021-01-21,2023-01-23,3y,0.6365563670416134
2021-01-21,2023-01-23,4y,0.7780530551611765
2021-01-21,2023-01-23,5y,0.8994592800576404
2021-01-21,2023-01-23,8y,1.1526658408370736
2021-01-21,2024-01-22,10y,1.4022056772618985
2021-01-21,2024-01-22,15y,1.4968749927585758
2021-01-21,2024-01-22,18M,0.708402176007695
2021-01-21,2024-01-22,1y,0.6422600425880817
2021-01-21,2024-01-22,2y,0.7821658697552518
2021-01-21,2024-01-22,3y,0.9219975398007445
2021-01-21,2024-01-22,4y,1.0395131208175088
2021-01-21,2024-01-22,5y,1.1322718871022852
2021-01-21,2024-01-22,8y,1.324279748756692
2021-01-21,2025-01-21,10y,1.5126394962607157
2021-01-21,2025-01-21,15y,1.5697205881372114
2021-01-21,2025-01-21,18M,0.9922615626424205
2021-01-21,2025-01-21,1y,0.9223974747806898
2021-01-21,2025-01-21,2y,1.0627506678348981
2021-01-21,2025-01-21,3y,1.1727696042748454
2021-01-21,2025-01-21,4y,1.2571588153794
2021-01-21,2025-01-21,5y,1.3240626248510938
2021-01-21,2025-01-21,8y,1.4628260377560636
2021-01-21,2026-01-21,10y,1.5946865714542604
2021-01-21,2026-01-21,15y,1.622467490339074
2021-01-21,2026-01-21,18M,1.252334043478345
2021-01-21,2026-01-21,1y,1.204371994397691
2021-01-21,2026-01-21,2y,1.2997969329895362
2021-01-21,2026-01-21,3y,1.3709685406169547
2021-01-21,2026-01-21,4y,1.4271506646401426
2021-01-21,2026-01-21,5y,1.4738480432503478
2021-01-21,2026-01-21,8y,1.5660603490941771
2021-01-21,2029-01-22,10y,1.698083137471934
2021-01-21,2029-01-22,15y,1.6759230497778346
2021-01-21,2029-01-22,18M,1.6132978207765054
2021-01-21,2029-01-22,1y,1.6002070503681476
2021-01-21,2029-01-22,2y,1.6336632647509668
2021-01-21,2029-01-22,3y,1.660361513973279
2021-01-21,2029-01-22,4y,1.679793414170061
2021-01-21,2029-01-22,5y,1.6896330864384455
2021-01-21,2029-01-22,8y,1.699294481856044
2021-01-21,2031-01-21,10y,1.7050407700970414
2021-01-21,2031-01-21,15y,1.6692291687108962
2021-01-21,2031-01-21,18M,1.719264799183315
2021-01-21,2031-01-21,1y,1.7148102646632337
2021-01-21,2031-01-21,2y,1.7271001224368576
2021-01-21,2031-01-21,3y,1.7282178260761036
2021-01-21,2031-01-21,4y,1.7265901835467359
2021-01-21,2031-01-21,5y,1.7242246154454048
2021-01-21,2031-01-21,8y,1.7154186202950747
2021-01-21,2036-01-21,10y,1.6386339627757014
2021-01-21,2036-01-21,15y,1.6017672783110521
2021-01-21,2036-01-21,18M,1.7049488061705576
2021-01-21,2036-01-21,1y,1.7132372344062503
2021-01-21,2036-01-21,2y,1.7064252139151213
2021-01-21,2036-01-21,3y,1.6998325473401803
2021-01-21,2036-01-21,4y,1.6922169872083188
2021-01-21,2036-01-21,5y,1.6844002289098685
2021-01-21,2036-01-21,8y,1.6549985437358976
2021-01-22,2022-01-24,10y,1.0994902096247845
2021-01-22,2022-01-24,15y,1.294008617399469
2021-01-22,2022-01-24,18M,0.2007741219472409
2021-01-22,2022-01-24,1y,0.1775701786012781
2021-01-22,2022-01-24,2y,0.2592098770139288
2021-01-22,2022-01-24,3y,0.3860963686136148
2021-01-22,2022-01-24,4y,0.5198750728565594
2021-01-22,2022-01-24,5y,0.6536377712831788
2021-01-22,2022-01-24,8y,0.9604480876839764
2021-01-22,2022-07-22,10y,1.176435403750924
2021-01-22,2022-07-22,15y,1.3454220864111168
2021-01-22,2022-07-22,18M,0.28981058183858965
2021-01-22,2022-07-22,1y,0.2187608976997808
2021-01-22,2022-07-22,2y,0.35946607343845827
2021-01-22,2022-07-22,3y,0.4973435068091339
2021-01-22,2022-07-22,4y,0.6377516382475862
2021-01-22,2022-07-22,5y,0.7686382593151144
2021-01-22,2022-07-22,8y,1.0506223717873864
2021-01-22,2023-01-23,10y,1.2553792076388504
2021-01-22,2023-01-23,15y,1.398161885707488
2021-01-22,2023-01-23,18M,0.4166541284557111
2021-01-22,2023-01-23,1y,0.3403097411775553
2021-01-22,2023-01-23,2y,0.48996540931826166
2021-01-22,2023-01-23,3y,0.6328931066201224
2021-01-22,2023-01-23,4y,0.7731998319380131
2021-01-22,2023-01-23,5y,0.8930820401897756
2021-01-22,2023-01-23,8y,1.1446482062929393
2021-01-22,2024-01-22,10y,1.3959529249662013
2021-01-22,2024-01-22,15y,1.4918979959666478
2021-01-22,2024-01-22,18M,0.7059290623997633
2021-01-22,2024-01-22,1y,0.639387961409737
2021-01-22,2024-01-22,2y,0.7793520641962779
2021-01-22,2024-01-22,3y,0.9173121534943491
2021-01-22,2024-01-22,4y,1.032843277851568
2021-01-22,2024-01-22,5y,1.1242426317239544
2021-01-22,2024-01-22,8y,1.3165506322785674
2021-01-22,2025-01-22,10y,1.5066020575308803
2021-01-22,2025-01-22,15y,1.5648630097021137
2021-01-22,2025-01-22,18M,0.9887217671756182
2021-01-22,2025-01-22,1y,0.9201637250857476
2021-01-22,2025-01-22,2y,1.0577308618851942
2021-01-22,2025-01-22,3y,1.1658054482201259
2021-01-22,2025-01-22,4y,1.2480431298469932
2021-01-22,2025-01-22,5y,1.3144470758273135
2021-01-22,2025-01-22,8y,1.4558247154670132
2021-01-22,2026-01-22,10y,1.588571400177611
2021-01-22,2026-01-22,15y,1.6175921025418132
2021-01-22,2026-01-22,18M,1.2432182821076343
2021-01-22,2026-01-22,1y,1.196513912142752
2021-01-22,2026-01-22,2y,1.2900506823590476
2021-01-22,2026-01-22,3y,1.3595616005130988
2021-01-22,2026-01-22,4y,1.4156495752439517
2021-01-22,2026-01-22,5y,1.4632202151232798
2021-01-22,2026-01-22,8y,1.5589453598565932
